id,target_name_ar,sentence,subject,relation,object,evidence,split,pep_sentence
614,طلال المطيري,19:37 السفير طلال المطيري اعلن مندوب دوله الكويت الدايم لدا الجامعه العربيه السفير طلال المطيري اليوم فوز مرشح الكويت بعضويه لجنه الميثاق العربي لحقوق الانسان التابعه للجامعه لفتره تمتد اربع سنوات,,,,,,True
615,ناصر عبدالعزيز حسن صرخوه,الرييسيه / الدواير الانتخابيه / الرميثيه (1981) الرميثيه (1981) عام المجلس الاسم عدد الاصوات النتيجه الطايفه العايله القبيله ناصر عبدالعزيز حسن صرخوه 1 795,,,,,,True
616,غدير محمد محمود غلوم رضا أسيري,الموسوعه الحره غدير اسيري معلومات شخصيه اسم الولاده غدير محمد محمود اسيري الميلاد 17 نوفمبر 1977 (العمر 48 سنه) الكويت الجنسيه الكويت الديانه مسلم الاولاد جبريل معرفي الحياه العمليه التعلم دكتوراه في مجال السياسه الاجتماعيه المدرسه الام المهنه وزير الشوون الاجتماعيه والعمل سابقا الحزب ليبراليه مستقله تعديل مصدري,,,,,,True
617,غدير محمد محمود غلوم رضا أسيري,تعديل غدير محمد محمود اسيري ( 17 نوفمبر 1977 -),,,,,,False
618,غدير محمد محمود غلوم رضا أسيري,1 2 السيره الذاتيه غدير محمد محمود غلوم رضا اسيري,,,,,,False
619,غدير محمد محمود غلوم رضا أسيري,الرييسيه / الاشخاص / غدير محمد محمود غلوم رضا اسيري غدير محمد محمود غلوم رضا اسيري الطايفه شيعي العايله اسيري المشاركات في الحكومه الحكومه الوزاره الحكومه 36 وزاره الشوون الاجتماعيه وزيره الشوون الاجتماعيه المشاركات في الانتخابات ومجالس الامه الانتخابات الدايره الترتيب عدد الاصوات النتيجه مجلس الامه 2022 الدايره الاولا,,,,,,True
620,غدير محمد محمود غلوم رضا أسيري,ليبراليه تحمل حقيبه الشوون الاجتماعيه بالحكومه الكويتيه الجديده غدير محمد اسيري,,,,,,True
621,غدير محمد محمود غلوم رضا أسيري,مباشر: عينت الكويت غدير محمد محمود غلوم رضا اسيري,,,,,,True
622,يوسف الناصري,15:23 الاخبار ایران اكد الشيخ يوسف الناصري ان فلسفه الامام الخامنيي تركز علا ان الاستقلال الوطني الكامل هو الشرط الجوهري لتحقيق اي حريات او حقوق,,,,,,False
623,راشد سلمان محمد الهبيدة,الموسوعه الحره معلومات شخصيه اسم الولاده راشد سلمان محمد الهبيده العازمي الميلاد 1948 (العمر 78 سنه) الجنسيه الديانه مسلم الحياه العمليه المهنه سياسي الحزب قبلي مستقل تعديل مصدري تعديل راشد سلمان محمد الهبيده العازمي من مواليد 1948م عضو مجلس امه سابق ترشح 10 مرات 1 حاز علي 4 مرات منها في اعوام المجلس الوطني سنه 1990م 2,,,,,,True
624,راشد سلمان محمد الهبيدة,"وزير انور النوري ( 2004 معارض طرح الثقه طلب احاله حقوق المراه السياسيه الا المحكمه الدستوريه ( 2005 غير موافق تقليص الدواير ( 2004 غير موافق انظر ايضا سياسه الكويت الدواير الانتخابيه في الكويت استجوابات مجلس الامه الكويتي قبيله العوازم مراجع 08 ابريل 2015 علا موقع راشد الهبيده انتخابات 1990 24 مايو 2014 علا موقع راشد الهبيده انتخابات 1992م 20 اغسطس 2014 علا موقع راشد الهبيده انتخابات 2003 م 19 اغسطس 2014 علا موقع ""راشد سلمان محمد الهبيده""",,,,,,False
625,نورية صبيح براك الصبيح,وزير التربيه ووزير التعليم العالي نوريه صبيح براك الصبيح حاصله علا شهاده الليسانس بالاداب والتربيه عام 1975,,,,,,True
626,عبدالعزيز عبدالوهاب العدساني,حتا سميه الوثايق الصادره عن القضاه العداسنه بالعدسانيه التي هي بمثابته الصكوك ملكيه توثق عمليات البيع والشراء في الكويت قديما،ولعايله العدساني مسجد العدساني الذي اسسه القاضي محمد عبدالرحمن العدساني عام 1747م شخصيات من العدساني من رجالات هذه الاسره الافاضل قضاه الكويت الاوايل من العداسنه وهم القاضي محمد عبدالرحمن العدساني القاضي محمد محمد العدساني القاضي محمد صالح العدساني القاضي عبدالله العدساني القاضي محمد عبدالله العدساني القاضي عبدالعزيز محمد العدساني ومنهم ايضا يوسف عبدالوهاب العدساني,,,,,,False
627,عبدالعزيز عبدالوهاب العدساني,وزير للتجاره و الصناعه 1971م محمد يوسف عبدالوهاب العدساني رييس المجلس البلدي,,,,,,False
628,عبدالعزيز عبدالوهاب العدساني,1981م عبدالعزيز عبدالوهاب العدساني نايب 1992م و 1996 م عبدالعزيز يوسف العدساني رييس المجلس البلدي و امين عام منظمه المدن العربيه و رييس ديوان المحاسبه رييس نادي كاظمه سليمان العدساني السفير عبدالوهاب يوسف العدساني احمد محمد العدساني وزير الكهرباء والماء منذ عام 1991-1996 ووزير الاشغال العامه منذ عام 1992-1996 ورييس المجلس البلدي الشاعر عبدالرزاق محمد العدساني,,,,,,True
629,فرح الشمري,استقبال الطالبه فرح الشمري وتقديم اهداء لها بمناسبه تحقيقها المركز الاول في مسابقه جايزه الامير سلطان بن سلمان لحفظ القران الكريم,,,,,,False
630,فرح الشمري,تحقيقها المركز الاول في مسابقه جايزه الامير سلطان بن سلمان لحفظ القران الكريم ضمن المباادرات المجتمعيه التي تقدمها الجمعيه لمستفيديها بادرت اداره الجمعيه باستقبال الطالبه فرح الشمري وتقديم اهداء لها,,,,,,False
631,فرح الشمري,تحقيقها المركز الاول في مسابقه جايزه الامير سلطان بن سلمان لحفظ القران الكريم للاطفال ذوي الاعاقه الرييسيه الاخبار و التقارير الاعلاميه استقبال الطالبه فرح الشمري وتقديم اهداء لها,,,,,,False
632,صبيح عبدالعزيز عبدالمحسن المخيزيم,12:33 م مشاركه صدر اليوم الاثنين مرسوم اميري بتعيين وزير الكهرباء والماء والطاقه المتجدده الدكتور صبيح عبدالعزيز عبدالمحسن المخيزيم اضافه الا عمله وزيرا للماليه ووزير دوله للشوون الاقتصاديه والاستثمار بالوكاله,,,,,,True
633,صبيح عبدالعزيز عبدالمحسن المخيزيم,3 (كونا) -- صدر مرسوم اميري بتعيين الدكتور صبيح عبدالعزيز عبدالمحسن المخيزيم وزيرا للكهرباء والماء والطاقه المتجدده,,,,,,True
634,صبيح عبدالعزيز عبدالمحسن المخيزيم,محليات Suleiman الاثنين 24 مارس 2025 صبيح عبدالعزيز عبدالمحسن المخيزيم وزيرا للكهرباء والماء والطاقه المتجدده صدر مرسوم اميري بتعيين صبيح عبدالعزيز عبدالمحسن المخيزيم وزيرا للكهرباء والماء والطاقه المتجدده,,,,,,True
635,صبيح عبدالعزيز عبدالمحسن المخيزيم,صبيح عبدالعزيز عبدالمحسن المخيزيم وزيرا للكهرباء والماء والطاقه المتجدده,,,,,,True
636,صبيح عبدالعزيز عبدالمحسن المخيزيم,وكان صدر مرسوم اميري بتعيين صبيح عبدالعزيز عبدالمحسن المخيزيم وزيرا للكهرباء والماء والطاقه المتجدده فيما يلي نصه: بعد الاطلاع علا الدستور,,,,,,True
637,صبيح عبدالعزيز عبدالمحسن المخيزيم,رسمنا بالاتي: ماده اولا: يعين/ صبيح عبدالعزيز عبدالمحسن المخيزيم,,,,,,False
638,صبيح عبدالعزيز عبدالمحسن المخيزيم,"وزير الكهرباء والماء والطاقه المتجدده الدكتور صبيح عبدالعزيز عبدالمحسن المخيزيم الكويت مميز نشر : الاثنين 24-3-2025م الاثنين 24-3-2025م س س صدر مرسوم اميري بتعيين صبيح عبدالعزيز عبدالمحسن المخيزيم وزيرا للكهرباء والماء والطاقه المتجدده فيما يلي نصه: ""مرسوم رقم 53 لسنه 2025 بتعيين وزير الكهرباء والماء والطاقه المتجدده بعد الاطلاع علا الدستور",,,,,,True
639,صبيح عبدالعزيز عبدالمحسن المخيزيم,رسمنا بالاتي: ماده اولا يعين / صبيح عبدالعزيز عبدالمحسن المخيزيم,,,,,,False
640,حسين قويعان محمد الشريف المطيري,الموسوعه الحره حسين قويعان المطيري معلومات شخصيه اسم الولاده حسين قويعان محمد الشريف المطيري الميلاد 10 اغسطس 1968 (العمر 57 سنه) الكويت الجنسيه كويتي الديانه مسلم مناصب الحياه العمليه المدرسه الام جامعه الكويت المهنه سياسي,,,,,,True
641,حسين قويعان محمد الشريف المطيري,تعديل الدكتور حسين قويعان محمد الشريف المطيري (ولد في 10 اغسطس 1968 ),,,,,,False
642,حسين قويعان محمد الشريف المطيري,حسين قويعان محمد الشريف المطيري الرييسيه ال,,,,,,False
643,حسين قويعان محمد الشريف المطيري,النايب حسين قويعان محمد الشريف المطيري النايب حسين قويعان محمد الشريف المطيري المصور : ارشيف,,,,,,True
644,سعود ارشيد القفيدي كعمي الرشيدي,الموسوعه الحره سعود ارشيد الرشيدي معلومات شخصيه اسم الولاده سعود ارشيد القفيدي كعمي الرشيدي الميلاد 1953 (العمر 73 سنه) الجنسيه الديانه مسلم الحياه العمليه المدرسه الام شهاده الثانويه العامه المهنه سياسي الحزب قبلي,,,,,,True
645,سعود ارشيد القفيدي كعمي الرشيدي,تعديل سعود ارشيد القفيدي كعمي الرشيدي من مواليد دوله الكويت في عام 1953,,,,,,False
646,روان الظفيري,روان الظفيري ان المشروع سيمثل منطقه سياحيه في محافظه الجهراء,,,,,,False
647,ضاري عبدالله العثمان,الموسوعه الحره ضاري العثمان وزير العدل والشوون القانونيه في المنصب الامير جابر الاحمد الصباح رييس الوزراء سعد العبد الله السالم الصباح سلمان الدعيج الصباح غازي عبيد السمار نايب ثاني لرييس مجلس الوزرارء ووزير الدوله لشوون مجلس الوزراء في المنصب 1993 رييس الوزراء سعد العبد الله السالم الصباح عبدالرحمن العوضي عبدالعزيز الدخيل معلومات شخصيه اسم الولاده ضاري عبدالله العثمان الراشد الميلاد (العمر 81 سنه) مدينه الكويت الجنسيه الحياه العمليه المدرسه الام ليسانس حقوق,,,,,,True
648,ضاري عبدالله العثمان,والذي جاء في نصه: ينقل المستشار ضاري عبدالله العثمان المستشار بديوان سمو ولي العهد الا الديوان الاميري,,,,,,True
649,مبارك عبدالله علي صنيدح العجمي,الموسوعه الحره مبارك عبد الله صنيدح معلومات شخصيه اسم الولاده مبارك عبدالله علي صنيدح العجمي الميلاد 1955 (العمر 71 سنه) الجنسيه الديانه مسلم الحياه العمليه المدرسه الام جامعه الكويت المهنه سياسي,,,,,,True
650,مبارك عبدالله علي صنيدح العجمي,تعديل مبارك عبد الله علي صنيدح العجمي من مواليد دوله الكويت في عام 1955,,,,,,False
651,مبارك عبدالله علي صنيدح العجمي,"رييس عام لجان الانتخابات العامه لقبيله العجمان من سنه 1982 ولغايه 1996 مواقفه في مجلس الامه مجلس الامه الكويتي 1999 1 الموضوع الموقف الكتل اللجان طرح الثقه بضيف الله شرار ( 2003 ضد طرح الثقه طرح الثقه بالوزير الابراهيم ( 2002 مع طرح الثقه تجنيس البدون ( 2000 موافق طلب طرح الثقه بالوزير محمد الجارالله ( 2005 ضد طرح الثقه طرح الثقه بالوزير انور النوري ( 2004 معارض لطرح الثقه مراجع ^ ""مبارك عبدالله علي صنيدح العجمي""",,,,,,True
652,ضيف الله فضيل ضيف الله ابو رميه,النايب ضيف الله فضيل ضيف الله ابو رميه النايب ضيف الله فضيل ضيف الله ابو رميه المصور : ارشيف,,,,,,True
653,مي جاسم محمد البغلي,4 يناير 2024 الامير نواف الاحمد الجابر الصباح رييس الوزراء احمد النواف الاحمد الصباح معلومات شخصيه اسم الولاده مي جاسم محمد البغلي مكان الميلاد مواطنه الديانه الاسلام الاب جاسم محمد البغلي الحياه العمليه المهنه سياسيه اللغه الام اللغه العربيه تعديل مصدري,,,,,,True
654,مي جاسم محمد البغلي,الرييسيه / الاشخاص / مي جاسم محمد البغلي مي جاسم محمد البغلي المشاركات في الحكومه الحكومه الوزاره الحكومه 42 وزاره الشوون الاجتماعيه وزيره الشوون الاجتماعيه الحكومه 41 وزاره الشوون الاجتماعيه وزيره الشوون الاجتماعيه,,,,,,True
655,مي جاسم محمد البغلي,المنصب فراس سعود المالك الصباح الحكومه 43: 2023 يونيو شوون الاسره والطفوله مي جاسم محمد البغلي الحكومه 42: 2023 ابريل الحكومه 41: 2022 اكتوبر من 16-10-2022 الا نهايه الحكومه شوون المراه و الطفوله وزير دوله لشوون المراه و الطفوله هدا عبدالمحسن الشايجي الحكومه 41: 2022 اكتوبر من تشكيل الحكومه الا 16-10-2022 وزير دوله لشوون المراه و الطفوله Comments & Questions Michael Herb,,,,,,True
656,مشعان مجبل عواد بطي العازمي,الموسوعه الحره مشعان مجبل العازمي معلومات شخصيه اسم الولاده مشعان مجبل عواد بطي العازمي تاريخ الميلاد سنه 1959 (العمر 66-67 سنه) الجنسيه الكويت الحياه العمليه الحزب تعديل مصدري,,,,,,False
657,مشعان مجبل عواد بطي العازمي,تعديل مشعان مجبل العازمي من مواليد 1959,,,,,,False
658,مشعان مجبل عواد بطي العازمي,نايب سابق في مجلس الامه الكويتي نبذه شخصيه ترشح العضو السابق مشعان مجبل عواد بطي العازمي في عام 1999 في الدايره الانتخابيه الخامسه والعشرين (ام الهيمان) في انتخابات مجلس الامه وحقق المركز الاول بعدد 463 صوت وفاز,,,,,,True
659,مشعان مجبل عواد بطي العازمي,ومثل 1 انظر ايضا قبيله العوازم مراجع ^ مشعان مجبل العازمي,,,,,,False
660,فرز محمد فرز ظمن الديحاني,"فرز الديحاني نسخه محفوظه 2021-11-17 علا موقع واي باك مشين نسخه محفوظه 22 يناير 2020 علا موقع واي باك مشين ""فرز محمد الديحاني"" راقب50",,,,,,False
661,محمد سالم اجويهل محمد الجويهل,الموسوعه الحره محمد الجويهل نايب سابق في مجلس الامه الكويتي معلومات شخصيه اسم الولاده محمد سالم جويهل محمد الجويهل تاريخ الميلاد 21 يونيو 1969 (العمر 56 سنه) الجنسيه الكويت الحياه العمليه التعلم المعهد العالي للموسيقا المهنه ناشط سياسي تعديل مصدري,,,,,,True
662,محمد سالم اجويهل محمد الجويهل,تعديل محمد سالم جويهل محمد الجويهل ( 21 يونيو 1969 -),,,,,,False
663,زيد عبدالحسين حسن الكاظمي,"تاريخ الكويت تاريخ الكويت منتدا تاريخ الكويت التاريخ الاجتماعي شرق > الكاظمي (الدسمه) المساعد الشخصي الرقمي مشاهده النسخه كامله : الكاظمي (الدسمه) 19-06-2009, 05:13 AM مقدمه: يوجد اكثر من اسره تلقب بالكاظمي والمقاله تتكلم عن اسره الكاظمي اصحاب الديوان في منطقه الدسمه الاصل والوصول: قدمت الاسره الا الكويت من العراق شخصيات من الاسره: 1-زيد عبدالحسين حسن الكاظمي (وكيل شركه مرسيدس و",,,,,,False
664,زيد عبدالحسين حسن الكاظمي,عبدالمطلب عبدالحسين حسن الكاظمي وزير عبدالحسين نعمان عبدالحسين الكاظمي زيد عبدالحسين حسن الكاظمي عبداللطيف عبدالحسين حسن الكاظمي محمد علام عبداللطيف عبدالحسين حسن الكاظمي Comments & Questions Michael Herb,,,,,,False
665,زيد عبدالحسين حسن الكاظمي,نايب سابق في مجلس الامه) 2-عبداللطيف عبدالحسين حسن الكاظمي (رجل اعمال و,,,,,,False
666,زيد عبدالحسين حسن الكاظمي,نايب سابق) 3-عبدالمطلب عبدالحسين حسن الكاظمي (رجل اعمال و,,,,,,False
667,محمد عبداللطيف محمد الفارس,وزير التعليم العالي 10 ديسمبر 2017 صباح الاحمد الجابر الصباح جابر المبارك الحمد الصباح نايف الحجرف حامد العازمي معلومات شخصيه اسم الولاده محمد عبداللطيف محمد الفارس الميلاد (العمر 60 سنه) الكويت الجنسيه الكويت كويتي تعديل مصدري,,,,,,False
668,محمد عبداللطيف محمد الفارس,1 سيرته ولد الدكتور محمد الفارس في سنه,,,,,,False
669,في  العمار,ومركز العمار هو نقطه انطلاق طريق الملك عبد العزيز الذي يبدا من مركز العمار وينتهي في مركز النقره علا طريق المدينه المنوره الخدمات الحكوميه يوجد في العمار الخدمات الحكوميه التاليه: اماره مركز العمار,,,,,,False
670,سلمان العنزي,سلمان العنزي ل الجريده•: ناد ل «نزاهه» في كل كليه عميد «شوون الطلبه»: عملنا لم يتوقف خلال «كورونا» حمد العبدلي نشر في 18-10-2021 اخر تحديث 18-10-2021,,,,,,False
671,سلمان العنزي,سلمان العنزي اكد القايم باعمال عميد شوون الطلبه في جامعه الكويت د,,,,,,False
672,محمد علي,طالع محمد علي (توضيح) والي مصر طاشوز بالتركيه العثمانيه محمد علی پاشا رسم لمحمد علي باشا من سنه,,,,,,True
673,محمد علي,اياله الروملي الوفاه 2 اغسطس 1849 (80 سنه) قصر راس التين اياله مصر مكان الدفن مسجد محمد علي مواطنه العرق الباني الديانه الاسلام الزوجه امينه هانم عين الحياه خانم الاولاد اسماعيل كامل باشا الاب ابراهيم اغا الام زينب اقرباء الخديوي اسماعيل (حفيد) (حفيد) عايله سلاله الحياه العمليه المهنه قايد عسكري وسياسي ورجل دوله,,,,,,True
674,محمد علي,ووالي مصر [لغات اخرا] اللغه الام العثمانيه اللغات والعثمانيه والكرديه مجال العمل السياسه وشوون عسكريه الجوايز وسام الصليب الاعظم من رتبه فرانز جوزيف [لغات اخرا] التوقيع ختم محمد علي تعديل مصدري تعديل محمد علي باشا المسعود بن ابراهيم اغا القوللي بالتركيه العثمانيه قوللا محمد علا پاشا وبالتركيه الحديثه Kavalalı Mehmet Ali Paşa وبالالبانيه Mehmet Ali Pasha ),,,,,,True
675,محمد علي,انفذ محمد علي في اوايل عام 1806م جيشا لمحاربه المماليك في الصعيد بقياده حسن باشا قايد الفرقه الالبانيه,,,,,,True
676,محمد علي,وانهزمت قوات محمد علي مما ادا الا انسحابها الا جنوب الجيزه,,,,,,True
677,محمد علي,يذكرون فيها محاسن محمد علي وما كان له من يد في دحر المماليك,,,,,,True
678,محمد علي,استطاع جيش محمد علي ان يهزم المماليك في اسيوط,,,,,,True
679,محمد علي,تلقا محمد علي امرا سلطانيا من السلطان العثماني مصطفا الرابع,,,,,,True
680,محمد علي,فصبت هذه الحادثه في مصلحه محمد علي باشا الذي تمكن من التغلب علا جيش وهابي في بسل,,,,,,True
681,محمد علي,اضطر محمد علي باشا ان يغادر ويعود الا مصر للقضاء علا حركه تمرد استهدفت حكمه,,,,,,True
682,محمد علي,طلب السلطان من محمد علي باشا ان يرسل قواته الا اليونان لاخضاع الثوار,,,,,,True
683,محمد علي,قبل محمد علي باشا القيام بهذا الدور بفعل ان الخطر موجه ضد دوله المسلمين العامه,,,,,,True
684,محمد علي,لذا فضل محمد علي عزل مصر عن المشكله اليونانيه,,,,,,True
685,محمد علي,سلطان الدوله العثمانيه منذ سنه 1808 حتا سنه انج 25 وعد محمد علي باشا بتوليته علا لقاء خدماته الجليله للسلطنه,,,,,,True
686,محمد علي,كان محمد علي يطمح من كل تلك المساعدات والخدمات التي قدمها للدوله العثمانيه ان يمنحه السلطان ولايه من الولايات الكبرا,,,,,,True
687,محمد علي,ولكن السلطان اكتفا بان اقطع محمد علي جزيره تقديرا لخدماته وتعويضا عن بعض ما فقده في الحرب اليونانيه,,,,,,True
688,محمد علي,42 وبسبب موقعها علا طريق الحج الا البيت الحرام والراجح ان محمد علي باشا كان يطمح الا ضم منذ عام 1810,,,,,,True
689,محمد علي,فوعد السلطان محمد علي بان يوليه عليها نظرا لان الحرب في شبه الجزيره كان تورق مضجعه وكان يتطلع الا القضاء علا الوهابيين بسرعه خوفا من ان تودي دعوتهم الا التفرقه بين المسلمين,,,,,,True
690,محمد علي,اذ شعر ان وجود محمد علي في الشام خطر علا كيان السلطنه نفسها,,,,,,False
691,محمد علي,وكلاهما مدين لمحمد علي بالبقاء في منصبه,,,,,,False
692,محمد علي,اما عبد الله باشا فكان محمد علي قد ساعده لدا السلطان,,,,,,False
693,محمد علي,كما كان محمد علي قد امده بالمال في معركته ضد والي دمشق,,,,,,False
694,محمد علي,كان حليفا اساسيا وصديقا مقربا من محمد علي باشا,,,,,,False
695,محمد علي,ولما كان محمد علي علا وفاق مع السلطان,,,,,,False
696,محمد علي,ونشات بين الامير ومحمد علي علاقه وثيقه وصداقه متينه بعد ان جمعهما طموح مشابه,,,,,,False
697,محمد علي,45 46 اخذت اهداف محمد علي تتبلور بدءا من عام عندما صارح الفريق اول الفرنسي «بواييه» بانه سوف يعمد,,,,,,False
698,محمد علي,انج 26 وربط معظم المورخين بين طلب محمد علي باشا من السلطان عام,,,,,,True
699,محمد علي,منبها الا ضروره تجديد السلطنه علا قاعده الدين الاسلامي 49 وسواء كان محمد علي يحلم بدوله عربيه منفصله عن الدوله العثمانيه وتقوم علا انقاضها,,,,,,False
700,محمد علي,تحت قياده ابراهيم باشا بن محمد علي 52 وسيطر علا مدنها من دون مقاومه تذكر,,,,,,False
701,محمد علي,واصدر في الوقت نفسه فرمانا اعلن فيه خيانه محمد علي باشا وابنه ابراهيم للسلطه الشرعيه,,,,,,True
702,محمد علي,عنديذ نشط ممثلو بريطانيا وفرنسا في التوسط بين السلطان ومحمد علي,,,,,,True
703,محمد علي,63 واستخدمت علاقاتها الوديه مع مصر لاقناع محمد علي باشا بتسويه خلافه مع السلطان,,,,,,True
704,محمد علي,وان يكتفي من فتوحه بسناجق صيدا وطرابلس والقدس ونابلس 64 رفض محمد علي باشا وجهه النظر الفرنسيه,,,,,,True
705,محمد علي,64 المناطق الخاضعه لسلطان محمد علي بعد انتهاء حملته علا بلاد الشام,,,,,,True
706,محمد علي,واقر لمحمد علي باشا بولايه وكريت وكامل سوريا الطبيعيه (بما يشمل وفلسطين واضنه ),,,,,,True
707,محمد علي,وبولايه ابنه ابراهيم علا جده 65 وقد تعهد محمد علي لقاء ذلك,,,,,,False
708,محمد علي,اذ ان محمد علي باشا لم يوافق علا عقدها الا خشيه من تهديد الدول الاوروبيه بحرمانه من فتوحه,,,,,,True
709,محمد علي,ويبدو ان محمد علي تملكه الفرح لتحمل السلطان وقايده مسووليه البدء بالعمليات العسكريه المعاديه,,,,,,False
710,محمد علي,70 وسرعان ما سارع الا اجراء مفاوضات مع محمد علي,,,,,,False
711,محمد علي,71 وكاد السلطان عبد المجيد يقبل شروط محمد علي لو لم تصله مذكره مشتركه من وروسيا,,,,,,True
712,محمد علي,انج 28 كان محمد علي باشا من جهته مصمما علا التمسك بالبلاد التي فتحها واقرته عليها اتفاقيه كوتاهيه,,,,,,True
713,محمد علي,واوعزت الا سفيرها في باشعال نار الثوره ضد محمد علي في المدن والقرا الشاميه,,,,,,True
714,محمد علي,75 استقبل محمد علي باشا نبا عزله بهدوء,,,,,,True
715,محمد علي,لكن الدوله العثمانيه رفضت هذا الشرط بايعاز من 76 ساندت فرنسا محمد علي باشا في موقفه,,,,,,True
716,محمد علي,عنديذ تدخلت كل من النمسا في هذه القضيه واجبرتا بريطانيا وروسيا علا تبني وجهه نظر محمد علي باشا وفرنسا,,,,,,True
717,محمد علي,وفعلا اصدر السلطان فرمانا بجعل ولايه مصر وراثيه لمحمد علي باشا,,,,,,True
718,محمد علي,فقد اسس محمد علي مجلسا حكوميا عرف باسم «الديوان العالي» مقره القلعه يتراسه نايب الوالي محمد علي,,,,,,True
719,محمد علي,التقسيم الاداري قسم محمد علي مصر الا سبع مديريات اربعه في الوجه البحري وهي الاولا ضمت البحيره والقليوبيه والجيزه والثانيه المنوفيه والغربيه والثالثه الدقهليه والرابعه الشرقيه,,,,,,True
720,محمد علي,وخشيت من اتساع نفوذ محمد علي باشا حتا المضايق والبحر الاسود,,,,,,True
721,محمد علي,وكان موقفهم هذا اقرب الا مصالح محمد علي باشا منه الا مصالح السلطان,,,,,,True
722,محمد علي,1953 شجره العايله الولاه والملوك محمد علي محمد سعيد الخديوي توفيق حسين كامل (*) فواد الاول (**) فواد الثاني الملكات جاويدان هانم ملك حسن طوران نازلي صبري صافيناز ذو الفقار ناريمان ملكه مصر القرينه,,,,,,True
723,محمد علي,وخامسها امام تريفور بربيك في 11 ديسمبر 1981 حياته الشخصيه تزوج محمد علي اربع مرات ولديه سبع بنات وولدين,,,,,,False
724,محمد علي,فاستطاع محمد علي ان يسيطر علا المباراه ضد وليامز,,,,,,False
725,محمد علي,مرضه ووفاته اصيب محمد علي في عام 1984 بداء باركنسون (الشلل الرعاشي),,,,,,False
726,محمد علي,وفاه محمد علي باشا بمصر التعريف بالموقع علماء اشادوا بالموقع لجنه الاشراف العلمي منهجيه عمل الموسوعات مداد المشرف English المتجر تطبيقات الجوال موسوعه التفسير الموسوعه الحديثيه الموسوعه العقديه موسوعه الاديان موسوعه الفرق الموسوعه الفقهيه موسوعه اصول الفقه موسوعه القواعد الفقهيه موسوعه الاخلاق والسلوك موسوعه الاداب الشرعيه موسوعه اللغه العربيه احاديث منتشره لا تصح مقالات وبحوث نفايس الموسوعات قراءه في كتاب,,,,,,True
727,محمد علي,العام الهجري : 1265 الشهر القمري : رجب العام الميلادي : 1849 تفاصيل الحدث: هو محمد علي باشا المسعود بن ابراهيم اغا القوللي الملقب بعزيز مصر,,,,,,True
728,محمد علي,او نايب والي) وفي ديوان عمه هذا تمرس محمد علي بالاعمال والمعاملات من غير ان يحظا بتربيه مدرسيه صحيحه,,,,,,False
729,محمد علي,محمد علي يصرخ في وجه سوني ليستون الذي سقط بالضربه القاضيه في نزالهما الشهير عام 1965 (اسوشيتد برس) ماذا تعلمت من شخصيه محمد علي خارج الحلبه,,,,,,False
730,عبدالرحمن  عمر,00 اذهب الا الكورسات مدونه شركاء تواصل معنا عني معرض الصور Members الكتب الالكترونيه ☰ Previous Next برنامج تدريب الشركات يقدم الدكتور عبدالرحمن عمر,,,,,,False
731,محمد ناصر السنعوسي,21:04 وزير الاعلام الاسبق محمد ناصر السنعوسي بعد مسيره اعلاميه وثقافيه وفكريه زاخره,,,,,,True
732,محمد ناصر السنعوسي,A+ Aالاعلام وزاره الاعلام تنعا الوزير الاسبق الاعلامي الكبير محمد السنعوسي 15/11/2022 LOC12:36 09:36 GMT وزير الاعلام الاسبق الاعلامي الكبير محمد ناصر السنعوسي الكويت,,,,,,True
733,محمد ناصر السنعوسي,11 (كونا) -- نعت وزاره الاعلام ببالغ الحزن والاسا وزير الاعلام الاسبق الاعلامي الكبير محمد ناصر السنعوسي الذي وافته المنيه بعد معاناه مع المرض,,,,,,True
734,محمد ناصر السنعوسي,وداعا 16 نوفمبر 2022 المصدر : الانباء عدد التعليقات 11 A+ Aصاحب السمو الامير الشيخ نواف الاحمد مصافحا الراحل محمد ناصر السنعوسي الامير الراحل الشيخ صباح الاحمد مصافحا الراحل محمد ناصر السنعوسي رييس التحرير يوسف خالد المرزوق ونايب رييس التحرير عدنان الراشد اثناء استقبال وزير الاعلام الاسبق الراحل محمد السنعوسي خلال زيارته ل«الانباء» في الاحتفال ب «شعله الانباء للدراما» في ٢٠ مارس ٢٠٢٢ الاعلامي الكبير الراحل محمد السنعوسي اثناء مشاركته في احتفال «الانباء» بذكرا تاسيسها ال43 مفرح الشمري,,,,,,True
735,محمد ناصر السنعوسي,ذكرياتنا الجميله قالت المذيعه والمعده اميره نجم ان الراحل الكبير محمد ناصر السنعوسي (بوطارق) هو ذكرياتنا الجميله في الماضي,,,,,,False
736,محمد ناصر السنعوسي,«الاعلام»: الراحل علامه مميزه في سماء الاعلام الكويتي نعت وزاره الاعلام ببالغ الحزن والاسا وزير الاعلام الاسبق الاعلامي الكبير محمد ناصر السنعوسي الذي وافته المنيه بعد معاناه مع المرض,,,,,,True
737,مريم المطوع,"تطوير القيادات الوطنيه واكدت السيده مريم المطوع في تصريحات ل""الشرق"" ان الاستراتيجيه الخاصه بمهنه التمريض وضعت لتتناغم مع الاستراتيجيه الوطنيه للصحه 2018-2022 وكذلك استراتيجيه موسسه حمد الطبيه",,,,,,False
738,مريم المطوع,الارتقاء بالقطاع الصحي ورات السيده مريم المطوع ان اهتمام الدوله بمهنه التمريض له عده اوجه من جانب هو الارتقاء بالقطاع الصحي,,,,,,False
